"TIMESTAMP","PAR_Apogee_lake_0dm","PAR_Apogee_lake_4dm","DOsat_optode_lake","Temp_optode_lake","PAR_Apogee(1)","PAR_Apogee(2)","PAR_Apogee(3)","PAR_Apogee(4)","PAR_Apogee(5)","PAR_Apogee(6)","PAR_Apogee(7)","PAR_Apogee(8)","PAR_Apogee(9)","PAR_Apogee(10)","PAR_Apogee(11)","PAR_Apogee(12)","PAR_Apogee(13)","PAR_Apogee(14)","PAR_Apogee(15)","PAR_Apogee(16)","DOsat_optode(1)","DOsat_optode(2)","DOsat_optode(3)","DOsat_optode(4)","DOsat_optode(5)","DOsat_optode(6)","DOsat_optode(7)","DOsat_optode(8)","DOsat_optode(9)","DOsat_optode(10)","DOsat_optode(11)","DOsat_optode(12)","DOsat_optode(13)","DOsat_optode(14)","DOsat_optode(15)","DOsat_optode(16)","Temp_optode(1)","Temp_optode(2)","Temp_optode(3)","Temp_optode(4)","Temp_optode(5)","Temp_optode(6)","Temp_optode(7)","Temp_optode(8)","Temp_optode(9)","Temp_optode(10)","Temp_optode(11)","Temp_optode(12)","Temp_optode(13)","Temp_optode(14)","Temp_optode(15)","Temp_optode(16)","DOconc_optode_lake","DOconc_optode(1)","DOconc_optode(2)","DOconc_optode(3)","DOconc_optode(4)","DOconc_optode(5)","DOconc_optode(6)","DOconc_optode(7)","DOconc_optode(8)","DOconc_optode(9)","DOconc_optode(10)","DOconc_optode(11)","DOconc_optode(12)","DOconc_optode(13)","DOconc_optode(14)","DOconc_optode(15)","DOconc_optode(16)","Trilux_Chloro(1)","Trilux_Neph(1)","Trilux_Phycocy(1)","Trilux_Chloro(2)","Trilux_Neph(2)","Trilux_Phycocy(2)","Trilux_Chloro(3)","Trilux_Neph(3)","Trilux_Phycocy(3)","Trilux_Chloro(4)","Trilux_Neph(4)","Trilux_Phycocy(4)","Trilux_Chloro(5)","Trilux_Neph(5)","Trilux_Phycocy(5)","Trilux_Chloro(6)","Trilux_Neph(6)","Trilux_Phycocy(6)","Trilux_Chloro(7)","Trilux_Neph(7)","Trilux_Phycocy(7)","Trilux_Chloro(8)","Trilux_Neph(8)","Trilux_Phycocy(8)","Trilux_Chloro(9)","Trilux_Neph(9)","Trilux_Chloro(10)","Trilux_Neph(10)","Trilux_Phycocy(10)","Trilux_Chloro(11)","Trilux_Neph(11)","Trilux_Phycocy(11)","Trilux_Chloro(12)","Trilux_Neph(12)","Trilux_Phycocy(12)","Trilux_Chloro(13)","Trilux_Neph(13)","Trilux_Phycocy(13)","Trilux_Chloro(14)","Trilux_Neph(14)","Trilux_Phycocy(14)","Trilux_Chloro(15)","Trilux_Neph(15)","Trilux_Phycocy(15)","Trilux_Chloro(16)","Trilux_Neph(16)","Trilux_Phycocy(16)"
2022-07-07,0,8.55047333333333,107.116881829043,21.2182666666667,4.78408,4.66491333333333,5.54658,5.22611,6.54427666666667,5.87753666666667,7.28017666666667,4.69427666666667,6.23063666666667,6.22022333333333,5.13030333333333,5.24968,5.81444,5.55297666666667,4.74162,5.22867666666667,102.492517152098,105.936858180919,106.345087524333,104.372724821526,102.994267731895,101.322316436124,103.178038367086,100.044676381534,102.814626438472,101.537231012662,105.2649008399,101.445020384744,103.455306879124,100.127707435984,102.669190183454,97.0758908103659,20.6972666666667,21.3367666666667,21.4445,21.5239333333333,20.7282,21.6275666666667,20.6936333333333,20.7641666666667,20.7776333333333,20.8182,21.3509666666667,20.609,20.8376666666667,20.6397,20.7173666666667,20.6504666666667,9.5084088445888,9.19098699638915,9.38166119633475,9.3983040561931,9.20984159453498,9.23039974134403,8.92260081562691,9.25312693143852,8.95962609373285,9.20538694196475,9.08364566372338,9.31978926670723,9.11286920137053,9.25172757161757,8.98913954424962,9.20322049578997,8.71329870723266,16.1909,1.40560135135135,5.66314715719064,10.9770933333333,1.34056,5.55520333333333,12.3872666666667,1.49110666666667,5.41808666666667,15.3109,0.58047,5.26058666666667,8.77662,1.85159,3.95800666666667,14.2444666666667,2.17742,10.1570133779264,9.49021,1.11736,4.51126,12.086,1.43888333333333,5.18726666666667,11.7089133333333,1.59204666666667,13.3331666666667,1.67332333333333,5.34498,9.28997333333333,1.38117666666667,4.31475666666667,10.39666,1.11258666666667,4.14235,9.68843333333333,2.11325,3.63581333333333,9.71994333333333,1.62050333333333,3.90741333333333,10.9451266666667,1.28170333333333,3.81073333333333,17.1519666666667,0.997823333333333,6.06061666666667
2022-07-08,125.553753665689,165.213991917708,107.115825870544,21.2206740792217,106.936296038916,87.2012008339124,91.6041257817929,113.38185605007,98.2720687977762,103.802533525595,101.462012893983,101.850382904795,105.497681028492,89.6007603129445,94.8799895760945,98.0549034051425,103.211511466296,100.071495482974,103.03836066713,108.030634468381,103.548580552724,106.172841725491,103.366677371554,101.009890104043,104.064790977169,98.4989141555806,104.349403850573,102.205055764078,103.456756005414,101.611609111282,104.951331732946,102.0012887134,105.624570024054,100.573575851258,103.431327755652,97.901823536644,20.7387977762335,21.0674913134121,20.8526615705351,20.8235927727589,20.7597637248089,20.9249131341209,20.7285128561501,20.7108061153579,20.771403752606,20.7155246699097,20.8180611535789,20.6691869353718,20.8319874913134,20.6764280750521,20.7531619179986,20.6914107018763,9.50787039618032,9.27675248563869,9.45218650596878,9.24069877408688,9.03520241907053,9.31941042062194,8.79315381591387,9.35043704773257,9.16056208787838,9.26319140454301,9.10762424912003,9.3877194075301,9.15112988623622,9.4449838861259,9.02180342902425,9.26403188485448,8.77930302970233,10.5536808066759,1.62000486448923,3.77430041724618,12.0487143849896,1.41545132127955,5.49208130646282,10.5100660180681,1.50263212795549,4.55064419735928,10.3554541029207,0.601189151599444,3.81604447533009,8.44486082115518,1.6210319666435,3.4957574704656,9.74721264767199,1.70451078636047,8.65314176511466,9.93886865879083,1.77999026425591,4.44812925642807,12.3189151599444,1.77268150208623,4.98231176061239,9.01450695410292,1.47854102920723,9.61688803894298,1.39487552155772,4.3710375782881,10.222255038221,1.52953616133519,4.77696108408617,9.22269680111266,1.25544019471488,3.33283240611961,9.6072703266157,1.9996050069541,3.64351563585823,9.15737526059764,1.3835347705146,3.90135371785962,8.22611744266852,1.25918706536857,3.09768172341904,12.7137920723227,1.23313342599027,4.57622183588317
2022-07-09,148.006787151703,145.975928413284,107.083045025033,21.2136875,91.0475916083916,69.2707222222222,72.2044215277778,89.0166986013986,75.1634151599444,86.6327116212339,76.4744363767074,79.8153389004871,86.9690479833101,73.2582828282828,75.1929076388889,77.0157194444444,87.9125267546908,78.2573773453787,86.7210674547983,92.3674038997215,104.526597514715,108.334830658276,104.21786393198,100.849709624372,106.012263954565,98.3529675575613,104.61215277542,106.490537593005,104.214324509623,102.525048575244,109.42912263635,103.3359517913,109.440423590403,101.857387242071,104.220043722246,98.8477251861115,20.7456736111111,20.7423055555556,20.7267777777778,20.6532361111111,20.7820208333333,20.7245833333333,20.725,20.6864027777778,20.7458958333333,20.7138819444444,20.7211458333333,20.6508958333333,20.8162430555556,20.6702569444444,20.7448263888889,20.6506458333333,9.50625473273208,9.36411912789391,9.70505028432331,9.33919858903598,9.05113897039992,9.48977604438339,8.8145829231998,9.37593607497025,9.55025022138376,9.33601409395829,9.19053351809796,9.80712782129708,9.27426328889095,9.79015617611082,9.13822267595031,9.33681872491751,8.87199703874445,10.0943680555556,1.66074913134121,3.99416458333333,14.6069756944444,1.70560319666435,7.13403194444444,11.6948665740097,1.53717373175817,5.32285,8.50212847222222,0.683146629603892,3.74976041666667,10.3238492008339,1.53993667362561,4.22255833333333,8.76868797776233,1.68190138888889,8.48548611111111,9.55167013888889,1.98695343988881,4.65667685892981,15.0048184979138,2.0030702364395,6.69763655316192,8.09761319444444,1.3538978457262,8.54929166666667,1.22952189020153,4.05903961084086,13.0271125,1.58817663421419,6.44780972222222,11.0904965277778,1.33848575399583,4.59536091794159,11.4162015288395,1.94766504517026,5.04780125086866,10.2887520833333,1.28962751911049,4.64352708333333,7.29701527777778,1.2424107018763,3.05246597222222,11.8876152777778,1.02340751043115,4.81247152777778
2022-07-10,218.309422087746,165.395591257669,107.144454832674,21.2258125,101.421068213783,82.116191799861,79.8409270833333,109.745813888889,89.1505944444445,97.5779329529244,96.4916797712652,94.1208284722222,101.841445859873,100.431236804565,89.7362763888889,97.5955340751043,100.18187394958,84.3708617095205,103.327833566434,116.256042867182,105.571776849897,112.959500740246,110.873337379295,101.945040696086,112.36939434232,99.3579243758474,106.61532731255,112.654467866037,105.38016050722,103.580757988923,115.676570772978,109.938914482794,113.714182927654,107.099647125332,104.940889390125,100.383287399311,20.4748680555556,20.4609097222222,20.4420347222222,20.4151805555556,20.4859305555556,20.4177013888889,20.4338333333333,20.4465902777778,20.4712708333333,20.4404236111111,20.4578680555556,20.4023888888889,20.5128055555556,20.3905138888889,20.4355694444444,20.3616319444444,9.50945888474984,9.50791798654845,10.1751077618407,9.98989698565687,9.19217344374119,10.1163594809437,8.95846064140747,9.60976775353198,10.1503177969275,9.49158531785083,9.33510108347222,10.4201839146068,9.9139162955122,10.2330316630983,9.66050705845749,9.45862571976929,9.06100748322032,10.4012722222222,1.65175972222222,4.22945587213343,18.4710958333333,2.11347046560111,9.07117859624739,17.0269743055556,1.72514812239221,8.44117777777778,9.13483333333333,0.888429464906185,4.13811952744962,14.9643810848401,1.73046944444444,6.24546421125782,9.03470833333333,1.88206671299514,8.99809305555556,10.1858130646282,1.64483263888889,4.8836212647672,19.0068875,1.89582684283727,8.75457291666667,9.33136483669215,1.45674251913709,9.86327310632384,1.18587857641312,4.57908136300417,17.3269305072967,1.98557638888889,8.54337734537873,16.7211605281445,1.41505138888889,7.02632939541348,15.5004517025712,2.03461848505907,7.03137152777778,15.8184454482279,1.5993446838082,7.23071766342142,8.48290271021543,1.35594927032662,3.71446421125782,13.5723002084781,0.788346073662266,5.48601389854065
2022-07-11,216.867348027842,183.879310421286,107.140156146139,21.2266319444444,98.0844095371669,69.1394798611111,70.2565944444444,98.6527703081233,74.8151862404448,86.8949751066856,86.8966156048676,89.4685131944444,97.0864491643454,79.9628241134752,78.3571305555556,77.7699402777778,85.3081409722222,72.2391104166667,84.9956212647672,99.2825308123249,106.902322778197,116.093268857709,121.778842317207,102.980202399757,121.212473941753,100.250028850297,107.722921718752,115.719399459952,105.872338306472,104.659901327686,119.604348820316,119.906094768883,115.132142115241,115.547844931145,105.917272146346,103.239735038452,20.6397638888889,20.5638402777778,20.5685486111111,20.5227847222222,20.5940208333333,20.5026875,20.5406527777778,20.5436180555556,20.5733333333333,20.5442708333333,20.5582152777778,20.5066180555556,20.6042569444444,20.49225,20.5086111111111,20.8065416666667,9.50892449535446,9.59613316220318,10.4356619834138,10.9424799073032,9.26588186538643,10.886981108467,9.02370295801173,9.68902574157105,10.4064988980386,9.51667214418027,9.41285316574666,10.7526195056239,10.7881725553279,10.3418013937718,10.3990758038133,9.53270699683154,9.23550212485848,10.4193245309243,1.5937595552467,4.56915299026426,20.4152881944444,2.16192633773454,10.0709368055556,26.0692076388889,2.01290271021543,12.8062265462126,8.70609027777778,0.747509381514941,4.28808484005563,21.2101890201529,2.24237969401947,9.05753439888812,8.60828422515636,1.74483298538622,8.97712291666667,10.3955760945101,1.63037083333333,5.10065253648367,21.3515371785962,1.86931732776618,9.98306944444444,10.1112885154062,1.46218428571429,10.6292955493741,1.29240611961057,5.26380945757997,19.9363979166667,1.97777885952712,9.6396191799861,27.1203335649757,1.79619110493398,11.3109041666667,18.2723694444444,2.39489923558026,8.41325763888889,25.2670402777778,1.92431111111111,11.2429694444444,9.11343125,1.38345479833102,3.91565368567455,14.5008743055556,0.762706045865184,5.87709166666667
2022-07-12,273.607479061977,243.887426426426,107.165334167272,21.2304652777778,116.25370997191,72.6252515635858,78.1842315716273,113.574371249128,83.6295597222222,96.5792880986938,99.9407006460876,106.730569037657,120.89543895554,92.179571529745,80.9749958333333,87.2792673611111,96.0783068893528,79.9246708333333,93.6340132588974,116.363823405746,110.091294123611,119.620237797913,129.604845147409,103.961189739248,129.161225454829,101.129797809337,108.807467830865,119.117038171677,107.260016535304,106.2998325393,123.214188480342,126.60035685233,117.45023743145,122.627254107238,107.229244273136,102.225334392581,21.3434513888889,20.9265833333333,20.9103194444444,20.8660555555556,21.3865347222222,20.8504861111111,20.8489236111111,20.9095694444444,20.8795416666667,20.8766458333333,20.8676666666667,20.8281111111111,20.9329861111111,20.7949375,20.827125,20.7695833333333,9.51044864497761,9.74857876274229,10.6754606333146,11.5704527282819,9.29103227220917,11.4276606383109,9.04063517470841,9.72734778894136,10.6346114185108,9.58283637657171,9.49783262311468,11.0091065551076,11.3214331332123,10.4813003147638,10.9726822755249,9.59041219715228,9.15334061953643,10.1736881944444,1.55234746351633,4.47923958333333,22.8183690062543,2.08912865090403,11.439637248089,29.0977416666667,1.89358958333333,12.8993347222222,8.0910298818624,1.07123194444444,4.21055663655316,24.0659624739402,3.25198193189715,10.1982986111111,8.76503194444444,2.38762222222222,9.20866111111111,10.2673541666667,1.675225,5.25703402777778,23.8965045170257,2.19653092425295,10.8304083333333,10.6292513888889,1.87809103544128,10.7945580264072,1.53273819444444,5.13055802640723,21.2167222222222,1.99147810979847,10.1790674079222,30.1330437804031,1.98238525730181,12.5201236970118,22.5709854166667,3.35663908205841,10.2823777777778,31.9192965277778,2.48184086170952,13.72344375,8.86014186369958,1.32002990264256,3.78052536483669,14.21578581363,1.04330347222222,5.94934027777778
2022-07-13,226.416096045198,211.983306716418,107.029149314467,21.6269619326501,126.329746527778,69.9467762334955,78.2598686587908,109.26247635605,81.8720368311327,114.68123689878,114.311645818182,93.0208506944444,124.162020862309,90.2167324343506,76.4706018068103,88.535657162726,90.0359284722222,81.5113974982627,100.000243055556,126.659726388889,108.498474870067,123.603024847721,130.146730830455,104.492259349776,125.958676313861,101.771315099315,109.694339160118,122.410410955968,108.828435935534,107.692635638741,127.326650775736,126.673909695808,121.386081345842,124.259867543427,108.628696213492,103.467464354162,21.3647083333333,21.3393402777778,21.3297847222222,21.2746111111111,21.3772638888889,21.3095277777778,21.3402569444444,21.3520763888889,21.3723541666667,21.3249166666667,21.3504583333333,21.2881944444444,21.4523888888889,21.2730972222222,21.3727847222222,21.2645277777778,9.45443532066332,9.60155060770208,10.9401773743102,11.5235819691894,9.26363803892376,11.1427321064156,9.01602561474156,9.71211233577829,10.8318893370415,9.62972994631241,9.53758122981639,11.2668331293665,11.2263118719327,10.7208547580338,11.0149457315412,9.61154194427651,9.17430104495198,11.1425726198749,2.03946597222222,5.36819930555556,24.4366875,2.02827310632384,12.7761591382905,27.7024819444444,2.13328472222222,12.3676395833333,8.27946421125782,0.718193324061196,4.30980555555556,21.6022986111111,2.71552258512856,8.71041348158443,9.04235163307853,2.86516191799861,9.35633055555556,10.0949277275886,1.88470763888889,4.95270813064628,26.6889979166667,2.77829812369701,14.5514888888889,10.1590826963169,1.91803333333333,10.8803958333333,1.59332731063238,4.95702013888889,26.0140347222222,2.98957678943711,12.1826020833333,26.3008269631689,2.16096942321056,10.3179562195969,24.8587795549374,2.7676951048951,11.1547657342657,29.0587930555556,2.84029256428075,12.0411951388889,9.40035347222222,1.94296733842947,4.27987152777778,14.5361013888889,1.26676564673157,6.15919097222222
2022-07-14,215.756684807256,170.551847583643,102.332305543662,21.1795069444444,86.8118838348495,60.7434951388889,62.3842208333333,73.7384440583739,65.2372487838777,65.7439795486601,81.9650302390999,66.32953161918,73.6651482254697,76.3053184397163,61.9094270833333,71.3331118055556,72.0258380820014,62.29501875,65.0976567060459,97.2773688981869,106.264821231382,122.456033998579,123.200384647067,102.08468042022,119.167290559599,98.9619190868574,107.731480368675,121.870278057485,106.021662300838,105.361366675099,125.619725141388,120.46672436847,118.52295633189,116.951677958716,106.446502510753,101.42613449482,21.0952986111111,21.0644513888889,21.0849930555556,21.0096875,21.1187013888889,21.0212361111111,21.0474375,21.050375,21.0944930555556,20.9995208333333,21.0675069444444,20.9755833333333,21.1169027777778,20.9299444444444,21.0821527777778,20.9134791666667,9.09009449590835,9.45519427694546,10.9021556353533,10.9639060398361,9.0985028451412,10.5979993531972,8.81814115400615,9.59469929123226,10.8532044587791,9.43368073006135,9.39239532803576,11.1832325446624,10.7437146571466,10.5411147809407,10.4393994399695,9.47377988392227,9.05691419168704,10.6828013888889,1.89811111111111,5.26269583333333,25.0034120917304,2.02399236111111,14.2777755385685,23.0977152777778,2.68155902777778,11.5571222222222,10.0112654621265,1.34668102849201,5.29661570535094,19.4990194444444,2.82489089645587,9.40349687282835,10.1660555555556,2.82858194444444,10.1200361362057,10.1969013203614,1.99841556636553,5.40383333333333,29.100722724114,3.43269770674079,13.7106740792217,11.0826066712995,2.26195552466991,10.5221326388889,1.56797986111111,5.42771597222222,27.0328240740741,3.32501543209877,13.3852314814815,21.515486862442,2.12602163833076,8.65550231839258,24.0851495327103,2.60563414634146,11.9338314785374,25.2910848765432,2.75702318392581,10.8365987654321,9.77984413580247,2.20892426584235,5.32683796296296,12.9941666666667,1.3866774691358,6.41534104938272
2022-07-15,169.55260745614,125.861360373295,99.3696661362798,20.0637013888889,69.1558902777778,52.7195472222222,47.9611298611111,36.4794555555556,48.1806111111111,37.1563669214732,73.695270745429,49.7595895833333,35.2189493055556,67.9183445143256,51.731925,49.0633152777778,60.3626013888889,47.6599666666667,36.2091994440584,78.9187715277778,102.503818017108,117.582830618691,115.974353140532,96.7500042994864,112.449540387044,93.1447014854901,103.709440436223,117.263331559396,100.151233407476,101.415744222491,120.86247750813,114.460031039207,112.748496738017,110.268483536532,100.695042383819,97.5482496896979,19.6422569444444,19.6057986111111,19.6413402777778,19.6132569444444,19.6695694444444,19.6009027777778,19.6170208333333,19.5962777777778,19.6778819444444,19.6188402777778,19.6715277777778,19.551375,19.6789861111111,19.5493333333333,19.7073055555556,19.4746458333333,9.02347291690424,9.38660868852947,10.7752174517162,10.6206026544573,8.86463307858567,10.2920427043299,8.53634256736001,9.50171502039234,10.7482681526768,9.16445183642563,9.29122556758596,11.0615646505079,10.5013174461318,10.3168984454294,10.1167987831217,9.20870271792851,8.96276636740103,11.0035580264072,1.69451527777778,5.6359826147427,26.4141626129256,2.72064513888889,15.7698125,31.3268298611111,2.60620291869354,15.2990756944444,11.3720340277778,1.44288194444444,6.14041805555556,24.6602779708131,2.65109861111111,12.1830528144545,10.9095298611111,2.84273106323836,11.0034680555556,9.64422708333333,2.00579444444444,5.77735416666667,29.0521041666667,2.62507638888889,14.80428125,13.6328618055556,2.27763125,10.6612840277778,1.57587569444444,6.0126935371786,26.1646323529412,2.29276470588235,15.0638725490196,39.869241126071,2.30616034271726,16.6056303549572,29.6468665850673,4.21716034271726,13.9699571603427,42.2258599508599,3.328914004914,17.4654914004914,11.6953788819876,2.49253043478261,5.62416397515528,11.9640099009901,1.36226856435644,6.8724900990099
2022-07-16,148.444945850914,86.6588275613276,98.7824348507123,19.1839305555556,54.5012006944444,44.6501152777778,39.0520305555556,31.4003638888889,38.7852590277778,31.1109923611111,62.1682852137351,40.0716534722222,28.7507131944444,60.7353335654596,40.8114777777778,42.3985104166667,45.1622430555556,37.2261333333333,29.5909479166667,65.6263680555556,101.04954736858,115.175229443888,121.321121542001,95.9256181584741,117.01569478193,92.3116665076895,101.84778392632,115.552898424488,99.3861327432733,99.7423254144626,119.36239523713,121.610643416733,109.390644410658,115.343015201143,99.6909751926009,95.7355887167654,18.6860625,18.6472847222222,18.6941041666667,18.6774930555556,18.7426458333333,18.6513541666667,18.6650277777778,18.6615,18.7182847222222,18.675625,18.7250208333333,18.623,18.7624791666667,18.6094305555556,18.7704791666667,18.5569513888889,9.12989594989326,9.43350205279505,10.7608709904824,11.3259821631433,8.95683178700541,10.9132665872558,8.62414216285978,9.5120310863857,10.793066884326,9.2723389874514,9.31338822976774,11.1346569142627,11.3696108626492,10.1967290165164,10.7866102685222,9.29096056394821,8.96089422453027,10.1963743055556,1.85300836820084,5.65101042390549,26.8592487838777,2.51626008344924,17.3434118055556,41.2206840277778,2.384340514246,20.0232784722222,12.564775,1.08494649061849,7.45242291666667,34.3586944444444,2.35366018068103,16.3850277777778,11.6002849200834,2.32188472222222,12.1573888888889,8.28426319444444,1.80505350938151,5.73520902777778,29.3979416666667,2.26559624739402,14.9833152777778,15.9315020833333,2.27345827538248,10.7502208333333,2.28340236275191,6.80413472222222,27.5397333333333,2.43008472222222,16.3580118055556,51.4336111111111,2.6955625,21.61381875,30.4113402777778,3.64593680555556,14.8545694444444,52.9012944444444,3.06838985406532,22.0196340277778,13.2721041666667,2.26353995830438,7.16138263888889,11.2316770833333,1.14486935371786,6.88815
2022-07-17,217.460068525896,188.967742492493,101.746763027805,19.1268819444444,90.6163047419805,57.1170571030641,53.837301322199,46.1400778318277,56.0350528144545,46.0726321279555,86.8486986100951,71.1691604166667,40.1544652777778,82.2800498915401,57.2962466990966,59.0060632823366,77.9394365411436,54.5267173611111,47.3308624044475,105.354076815642,101.589276681436,118.001495308385,134.950428127641,99.6968411375305,128.365302642806,96.3718837827189,102.216031100618,118.706168477432,103.19071592052,99.9825785896223,121.855520293079,133.179633034907,112.61649969383,126.175701427663,103.455458147584,96.5138189786552,18.5741597222222,18.5113819444444,18.5522083333333,18.5504930555556,18.6257222222222,18.5233194444444,18.5140833333333,18.5259861111111,18.6090555555556,18.5215486111111,18.5638055555556,18.4706388888889,18.6483333333333,18.4663333333333,18.6230208333333,18.3977638888889,9.40987312407888,9.50378633284165,11.0494300388753,12.6208530277537,9.32920699901306,11.9879093139253,9.02259164461219,9.57448851024684,11.1122347576925,9.64444306718335,9.36379728029265,11.3987072247806,12.477904324047,10.5154445847262,11.8219381391758,9.66650378019853,9.06146388458184,9.11698540653231,1.91454760250174,7.30933796940195,31.2384305555556,2.64054836464857,19.1332048611111,40.3714569444444,2.32505698401668,22.8607143849896,13.6079506944444,0.941142361111111,7.56823280055594,32.5916131944444,2.36304725503822,14.8134774148714,11.1911513888889,1.7036933240612,11.5915983321751,6.43327310632384,1.44423226703755,4.917719054242,26.8198672689368,2.31530437804031,14.6455069444444,15.516819763396,2.24860528144545,9.76540375260598,3.05759735744089,6.48799096594858,26.2963090128755,2.59534144595562,16.954064469914,44.6288196134574,2.39442263610315,20.2879799426934,26.2762233357194,2.92464183381089,13.4316900501074,49.4366091624911,2.59392043010753,21.1963583690987,12.7623965640659,1.74060415175376,7.48469027181688,8.98476289398281,0.906106810035842,6.20208876163207
